City,Location,DT,Clouds,Feels Like,Humidity,Pressure,Temp,Temp Max,Temp Min,Weather Main,Wind Degree,Wind Speed,Is Rain,Atmospheric Pressure Ratio,Wind Impact
QuangNam,TP_TamKy,1660500000,24,26.43,90,1006,25.48,25.48,25.48,Clouds,222,1.66,0,0.9928448063163089,0.11719393897778499
DaNang,HoaVang,1660507200,20,25.8,88,1006,24.95,24.95,24.95,Clouds,190,1.54,0,0.9928448063163089,0.12891133486929826
DaNang,LienChieu,1660510800,20,25.8,88,1005,24.95,24.95,24.95,Clouds,200,2.06,0,0.9918578830495929,0.16454017789961287
QuangNam,TP_HoiAn,1660510800,98,25.81,87,1005,24.98,24.98,24.98,Clouds,216,3.17,0,0.9918578830495929,0.21286046138999204
QuangNam,TP_HoiAn,1660514400,99,25.81,87,1005,24.98,24.98,24.98,Clouds,219,3.13,0,0.9918578830495929,0.20189474932690604
DaNang,CamLe,1660514400,20,25.84,88,1006,24.99,24.99,24.99,Clouds,190,1.03,0,0.9928448063163089,0.08621991877621896
DaNang,HoaVang,1660518000,20,24.86,94,1006,23.95,23.95,23.95,Clouds,200,1.03,0,0.9928448063163089,0.08807738934626322
DaNang,ThanhKhe,1660528800,20,36.41,66,1007,30.99,30.99,30.99,Clouds,0,1.03,0,0.9938317295830249,0.5582599999999999
DaNang,HoaVang,1660528800,20,36.31,66,1007,30.95,30.95,30.95,Clouds,0,1.03,0,0.9938317295830249,0.5520800000000003
DaNang,NguHanhSon,1660528800,20,36.41,66,1007,30.99,30.99,30.99,Clouds,0,1.03,0,0.9938317295830249,0.5582599999999999
DaNang,ThanhKhe,1660532400,20,37.79,55,1007,32.99,32.99,32.99,Clouds,0,0.51,0,0.9938317295830249,0.24479999999999985
DaNang,NguHanhSon,1660536000,20,40.16,55,1006,33.99,33.99,33.99,Clouds,350,3.6,0,0.9928448063163089,2.1874549809907142
DaNang,HaiChau,1660543200,20,38.79,58,1005,32.99,32.99,32.99,Clouds,70,3.09,0,0.9918578830495929,0.6129685008682634
DaNang,LienChieu,1660543200,20,38.69,58,1005,32.95,32.95,32.95,Clouds,70,3.09,0,0.9918578830495929,0.6066274474110053
DaNang,LienChieu,1660546800,20,39.95,62,1004,32.95,32.95,32.95,Clouds,100,4.12,0,0.9908709597828769,0.500801344391427
DaNang,HoaVang,1660557600,20,37.57,62,1003,31.95,31.95,31.95,Clouds,110,3.09,0,0.9898840365161609,0.5939453404964898
DaNang,NguHanhSon,1660561200,40,37.57,70,1004,30.99,30.99,30.99,Clouds,130,3.6,0,0.9908709597828769,1.522635289825475
DaNang,CamLe,1660564800,40,36.41,66,1005,30.99,30.99,30.99,Clouds,110,2.06,0,0.9918578830495929,0.3818723304259755
DaNang,SonTra,1660568400,40,36.01,74,1006,29.99,29.99,29.99,Clouds,100,1.54,0,0.9928448063163089,0.16098575255145775
DaNang,NguHanhSon,1660572000,20,35.61,84,1006,28.99,28.99,28.99,Clouds,220,1.03,0,0.9928448063163089,0.5223350639851064
DaNang,ThanhKhe,1660575600,20,33.47,74,1006,28.99,28.99,28.99,Clouds,220,2.06,0,0.9928448063163089,0.7069670956656424
DaNang,SonTra,1660575600,20,33.47,74,1006,28.99,28.99,28.99,Clouds,220,2.06,0,0.9928448063163089,0.7069670956656424
DaNang,HaiChau,1660579200,20,32.54,83,1006,27.99,27.99,27.99,Clouds,220,2.06,0,0.9928448063163089,0.7180134565354181
DaNang,LienChieu,1660579200,20,32.44,83,1006,27.95,27.95,27.95,Clouds,220,2.06,0,0.9928448063163089,0.7085451472184673
QuangNam,TP_TamKy,1660579200,79,26.68,91,1007,25.68,25.68,25.68,Clouds,190,2.18,0,0.9938317295830249,0.21468809015666138
DaNang,SonTra,1660593600,20,25.99,89,1005,25.99,25.99,25.99,Clouds,220,2.06,0,0.9918578830495929,0.0
DaNang,NguHanhSon,1660600800,20,25.99,83,1005,25.99,25.99,25.99,Rain,220,0.51,1,0.9918578830495929,0.0
DaNang,HaiChau,1660600800,20,25.99,83,1005,25.99,25.99,25.99,Rain,220,0.51,1,0.9918578830495929,0.0
DaNang,CamLe,1660600800,20,25.99,83,1005,25.99,25.99,25.99,Rain,220,0.51,1,0.9918578830495929,0.0
QuangNam,TX_DienBan,1660600800,20,25.99,83,1005,25.99,25.99,25.99,Rain,220,0.51,1,0.9918578830495929,0.0
DaNang,ThanhKhe,1660600800,20,25.99,83,1005,25.99,25.99,25.99,Rain,220,0.51,1,0.9918578830495929,0.0
DaNang,SonTra,1660600800,20,25.99,83,1005,25.99,25.99,25.99,Rain,220,0.51,1,0.9918578830495929,0.0
DaNang,ThanhKhe,1660604400,20,29.53,78,1005,26.99,26.99,26.99,Clouds,180,0.51,0,0.9918578830495929,0.12954000000000016
DaNang,HaiChau,1660615200,20,36.46,58,1006,31.99,31.99,31.99,Clouds,0,1.03,0,0.9928448063163089,0.46041000000000026
DaNang,SonTra,1660618800,20,37.79,55,1006,32.99,32.99,32.99,Clouds,0,1.03,0,0.9928448063163089,0.49439999999999973
QuangNam,TP_TamKy,1660622400,39,37.15,57,1006,32.43,32.43,32.43,Clouds,4,3.49,0,0.9928448063163089,1.6432673087120029
DaNang,NguHanhSon,1660626000,20,38.97,66,1005,31.99,31.99,31.99,Clouds,70,3.09,0,0.9918578830495929,0.737675885527669
DaNang,LienChieu,1660647600,40,30.44,69,1004,27.95,27.95,27.95,Clouds,180,2.57,0,0.9908709597828769,0.6399300000000004
DaNang,CamLe,1660658400,40,25.99,83,1006,25.99,25.99,25.99,Clouds,200,1.54,0,0.9928448063163089,0.0
QuangNam,TP_HoiAn,1660658400,100,25.98,84,1007,25.98,25.98,25.98,Rain,208,1.88,1,0.9938317295830249,0.0
DaNang,LienChieu,1660662000,20,25.95,83,1007,25.95,25.95,25.95,Clouds,190,1.03,0,0.9938317295830249,0.0
DaNang,NguHanhSon,1660669200,20,25.99,89,1007,25.99,25.99,25.99,Clouds,210,0.51,0,0.9938317295830249,0.0
QuangNam,TX_DienBan,1660672800,20,25.99,89,1006,25.99,25.99,25.99,Clouds,190,0.51,0,0.9928448063163089,0.0
QuangNam,TP_TamKy,1660672800,94,26.13,91,1006,25.18,25.18,25.18,Rain,232,1.85,1,0.9928448063163089,0.10820250428848435
DaNang,HaiChau,1660676400,20,25.99,89,1006,25.99,25.99,25.99,Clouds,200,2.06,0,0.9928448063163089,0.0
QuangNam,TP_HoiAn,1660680000,99,25.83,88,1005,24.98,24.98,24.98,Clouds,220,3.43,0,0.9918578830495929,0.2233402573913375
DaNang,NguHanhSon,1660680000,20,26.0,94,1006,24.99,24.99,24.99,Clouds,190,1.03,0,0.9928448063163089,0.10244955054586016
DaNang,SonTra,1660680000,20,26.0,94,1006,24.99,24.99,24.99,Clouds,190,1.03,0,0.9928448063163089,0.10244955054586016
DaNang,HoaVang,1660683600,20,25.96,94,1005,24.95,24.95,24.95,Clouds,170,1.54,0,0.9918578830495929,0.15317699790351907
DaNang,HaiChau,1660687200,20,26.0,94,1005,24.99,24.99,24.99,Clouds,200,1.03,0,0.9918578830495929,0.09775622334035822
QuangNam,TP_HoiAn,1660687200,100,25.83,88,1005,24.98,24.98,24.98,Clouds,226,3.31,0,0.9918578830495929,0.19544213252863848
DaNang,NguHanhSon,1660694400,20,33.47,74,1005,28.99,28.99,28.99,Clouds,200,1.54,0,0.9918578830495929,0.648312732932614
DaNang,SonTra,1660694400,20,33.47,74,1005,28.99,28.99,28.99,Clouds,200,1.54,0,0.9918578830495929,0.648312732932614
QuangNam,TP_TamKy,1660705200,96,35.35,56,1006,31.73,31.73,31.73,Clouds,326,2.07,0,0.9928448063163089,0.6212310146183948
DaNang,HoaVang,1660712400,20,38.69,58,1006,32.95,32.95,32.95,Clouds,350,3.09,0,0.9928448063163089,1.7467141192076308
QuangNam,TX_DienBan,1660719600,40,38.97,66,1005,31.99,31.99,31.99,Clouds,350,5.14,0,0.9918578830495929,3.5332144716369585
QuangNam,TP_TamKy,1660723200,26,37.06,65,1003,31.37,31.37,31.37,Clouds,58,4.57,0,0.9898840365161609,1.37796496036353
DaNang,HaiChau,1660726800,40,36.46,58,1004,31.99,31.99,31.99,Clouds,350,5.14,0,0.9908709597828769,2.26267459716579
DaNang,NguHanhSon,1660726800,40,36.46,58,1004,31.99,31.99,31.99,Clouds,350,5.14,0,0.9908709597828769,2.26267459716579
QuangNam,TP_TamKy,1660730400,26,34.98,76,1004,29.42,29.42,29.42,Clouds,59,2.96,0,0.9908709597828769,0.8476290621639704
QuangNam,TP_HoiAn,1660737600,53,34.69,80,1005,28.98,28.98,28.98,Clouds,114,1.84,0,0.9918578830495929,0.4273337866811583
DaNang,LienChieu,1660737600,40,33.37,74,1005,28.95,28.95,28.95,Clouds,320,2.57,0,0.9918578830495929,0.8701805247165713
DaNang,HaiChau,1660741200,40,32.71,70,1006,28.99,28.99,28.99,Clouds,0,0.51,0,0.9928448063163089,0.18972000000000014
QuangNam,TP_HoiAn,1660744800,99,34.9,81,1007,28.98,28.98,28.98,Rain,155,1.77,1,0.9938317295830249,0.9496655515684831
QuangNam,TP_TamKy,1660744800,98,26.62,83,1007,26.62,26.62,26.62,Rain,167,1.68,1,0.9938317295830249,0.0
QuangNam,TP_TamKy,1660748400,99,26.37,85,1007,26.37,26.37,26.37,Clouds,196,2.11,0,0.9938317295830249,0.0
DaNang,NguHanhSon,1660752000,40,31.77,78,1007,27.99,27.99,27.99,Clouds,0,0.0,0,0.9938317295830249,0.0
DaNang,HoaVang,1660755600,20,31.68,78,1006,27.95,27.95,27.95,Clouds,240,0.51,0,0.9928448063163089,0.09511500000000009
QuangNam,TP_HoiAn,1660755600,100,33.0,86,1006,27.98,27.98,27.98,Clouds,227,2.88,0,0.9928448063163089,0.9860059490439583
DaNang,SonTra,1660762800,20,30.0,83,1006,26.99,26.99,26.99,Clouds,200,1.54,0,0.9928448063163089,0.4355851174391002
DaNang,CamLe,1660766400,20,30.6,89,1005,26.99,26.99,26.99,Clouds,210,2.06,0,0.9918578830495929,0.6440284517783361
DaNang,SonTra,1660773600,20,25.99,89,1005,25.99,25.99,25.99,Clouds,200,2.57,0,0.9918578830495929,0.0
DaNang,CamLe,1660773600,20,25.99,89,1005,25.99,25.99,25.99,Clouds,200,2.57,0,0.9918578830495929,0.0
DaNang,HaiChau,1660777200,20,25.99,89,1005,25.99,25.99,25.99,Clouds,190,1.03,0,0.9918578830495929,0.0
QuangNam,TP_HoiAn,1660780800,96,29.7,80,1005,26.98,26.98,26.98,Clouds,255,2.62,0,0.9918578830495929,0.18444480430186022
DaNang,ThanhKhe,1660784400,20,36.01,74,1006,29.99,29.99,29.99,Clouds,0,0.0,0,0.9928448063163089,0.0
DaNang,HoaVang,1660791600,20,38.97,52,1006,33.95,33.95,33.95,Clouds,200,2.06,0,0.9928448063163089,0.9717549330071229
DaNang,HaiChau,1660795200,20,38.04,49,1006,33.99,33.99,33.99,Clouds,0,1.03,0,0.9928448063163089,0.41714999999999974
QuangNam,TP_HoiAn,1660809600,67,39.98,68,1003,32.98,32.98,32.98,Clouds,62,4.35,0,0.9898840365161609,1.4295409086830377
DaNang,HaiChau,1660827600,40,32.54,83,1005,27.99,27.99,27.99,Clouds,220,4.12,0,0.9918578830495929,1.4360269130708363
DaNang,ThanhKhe,1660834800,40,25.99,89,1007,25.99,25.99,25.99,Rain,190,3.6,1,0.9938317295830249,0.0
QuangNam,TX_DienBan,1660834800,40,25.99,89,1007,25.99,25.99,25.99,Rain,190,3.6,1,0.9938317295830249,0.0
DaNang,NguHanhSon,1660834800,40,25.99,89,1007,25.99,25.99,25.99,Rain,190,3.6,1,0.9938317295830249,0.0
DaNang,SonTra,1660834800,40,25.99,89,1007,25.99,25.99,25.99,Rain,190,3.6,1,0.9938317295830249,0.0
DaNang,LienChieu,1660834800,40,25.95,89,1007,25.95,25.95,25.95,Rain,190,3.6,1,0.9938317295830249,0.0
QuangNam,TP_HoiAn,1660834800,79,25.98,84,1006,25.98,25.98,25.98,Rain,201,2.19,1,0.9928448063163089,0.0
DaNang,HoaVang,1660834800,40,25.95,89,1007,25.95,25.95,25.95,Rain,190,3.6,1,0.9938317295830249,0.0
QuangNam,TP_TamKy,1660834800,75,26.25,87,1006,26.25,26.25,26.25,Rain,202,1.61,1,0.9928448063163089,0.0
DaNang,HaiChau,1660834800,40,25.99,89,1007,25.99,25.99,25.99,Rain,190,3.6,1,0.9938317295830249,0.0
DaNang,CamLe,1660834800,40,25.99,89,1007,25.99,25.99,25.99,Rain,190,3.6,1,0.9938317295830249,0.0
DaNang,ThanhKhe,1660838400,40,25.99,89,1007,25.99,25.99,25.99,Rain,160,2.06,1,0.9938317295830249,0.0
DaNang,HoaVang,1660838400,40,25.95,89,1007,25.95,25.95,25.95,Rain,160,2.06,1,0.9938317295830249,0.0
QuangNam,TX_DienBan,1660838400,40,25.99,89,1007,25.99,25.99,25.99,Rain,160,2.06,1,0.9938317295830249,0.0
DaNang,HaiChau,1660838400,40,25.99,89,1007,25.99,25.99,25.99,Rain,160,2.06,1,0.9938317295830249,0.0
DaNang,NguHanhSon,1660838400,40,25.99,89,1007,25.99,25.99,25.99,Rain,160,2.06,1,0.9938317295830249,0.0
DaNang,CamLe,1660838400,40,25.99,89,1007,25.99,25.99,25.99,Rain,160,2.06,1,0.9938317295830249,0.0
DaNang,LienChieu,1660838400,40,25.95,89,1007,25.95,25.95,25.95,Rain,160,2.06,1,0.9938317295830249,0.0
QuangNam,TP_TamKy,1660838400,77,26.89,88,1006,25.94,25.94,25.94,Rain,230,1.88,1,0.9928448063163089,0.11480186709001586
QuangNam,TP_HoiAn,1660842000,86,25.98,86,1005,25.98,25.98,25.98,Rain,237,2.91,1,0.9918578830495929,0.0
DaNang,SonTra,1660842000,40,25.99,89,1006,25.99,25.99,25.99,Rain,0,1.03,1,0.9928448063163089,0.0
DaNang,HaiChau,1660842000,40,25.99,89,1006,25.99,25.99,25.99,Rain,0,1.03,1,0.9928448063163089,0.0
DaNang,ThanhKhe,1660842000,40,25.99,89,1006,25.99,25.99,25.99,Rain,0,1.03,1,0.9928448063163089,0.0
DaNang,CamLe,1660842000,40,25.99,89,1006,25.99,25.99,25.99,Rain,0,1.03,1,0.9928448063163089,0.0
DaNang,NguHanhSon,1660842000,40,25.99,89,1006,25.99,25.99,25.99,Rain,0,1.03,1,0.9928448063163089,0.0
DaNang,LienChieu,1660842000,40,25.95,89,1006,25.95,25.95,25.95,Rain,0,1.03,1,0.9928448063163089,0.0
QuangNam,TX_DienBan,1660842000,40,25.99,89,1006,25.99,25.99,25.99,Rain,0,1.03,1,0.9928448063163089,0.0
QuangNam,TP_TamKy,1660842000,81,26.41,90,1006,25.46,25.46,25.46,Rain,237,2.31,1,0.9928448063163089,0.1195210362340476
QuangNam,TP_TamKy,1660845600,85,26.07,91,1005,25.13,25.13,25.13,Rain,244,2.32,1,0.9918578830495929,0.09559997969176219
DaNang,HoaVang,1660849200,40,25.95,94,1004,25.95,25.95,25.95,Clouds,200,1.03,0,0.9908709597828769,0.0
DaNang,HoaVang,1660852800,20,25.95,89,1004,25.95,25.95,25.95,Clouds,210,2.06,0,0.9908709597828769,0.0
DaNang,CamLe,1660863600,20,25.99,89,1004,25.99,25.99,25.99,Clouds,0,0.0,0,0.9908709597828769,0.0
DaNang,HaiChau,1660863600,20,25.99,89,1004,25.99,25.99,25.99,Clouds,0,0.0,0,0.9908709597828769,0.0
QuangNam,TP_TamKy,1660867200,92,26.74,85,1005,25.88,25.88,25.88,Clouds,250,2.3,0,0.9918578830495929,0.06765158434981736
QuangNam,TP_TamKy,1660870800,100,30.57,76,1005,27.58,27.58,27.58,Rain,262,2.27,1,0.9918578830495929,0.09446095881462495
QuangNam,TX_DienBan,1660870800,20,33.47,74,1005,28.99,28.99,28.99,Clouds,230,1.54,0,0.9918578830495929,0.44347202767493743
DaNang,SonTra,1660870800,20,33.47,74,1005,28.99,28.99,28.99,Clouds,230,1.54,0,0.9918578830495929,0.44347202767493743
DaNang,CamLe,1660874400,40,37.57,70,1005,30.99,30.99,30.99,Clouds,220,2.06,0,0.9918578830495929,1.0383579217589127
DaNang,SonTra,1660878000,20,36.46,58,1005,31.99,31.99,31.99,Clouds,200,2.06,0,0.9918578830495929,0.8652877590720808
DaNang,LienChieu,1660888800,20,39.95,62,1003,32.95,32.95,32.95,Clouds,100,3.09,0,0.9898840365161609,0.37560100829357024
DaNang,NguHanhSon,1660888800,20,39.99,62,1003,32.99,32.99,32.99,Clouds,100,3.09,0,0.9898840365161609,0.37560100829357024
QuangNam,TP_TamKy,1660892400,100,35.6,76,1002,29.65,29.65,29.65,Clouds,66,4.06,0,0.9888971132494448,0.9825537086782109
DaNang,ThanhKhe,1660892400,75,30.6,89,1003,26.99,26.99,26.99,Clouds,130,8.23,0,0.9898840365161609,1.9097412720070008
DaNang,CamLe,1660896000,100,25.84,88,1003,24.99,24.99,24.99,Thunderstorm,0,0.0,1,0.9898840365161609,0.0
DaNang,SonTra,1660896000,100,25.84,88,1003,24.99,24.99,24.99,Thunderstorm,0,0.0,1,0.9898840365161609,0.0
QuangNam,TX_DienBan,1660896000,100,25.84,88,1003,24.99,24.99,24.99,Thunderstorm,0,0.0,1,0.9898840365161609,0.0
DaNang,HaiChau,1660896000,100,25.84,88,1003,24.99,24.99,24.99,Thunderstorm,0,0.0,1,0.9898840365161609,0.0
DaNang,HoaVang,1660896000,100,25.8,88,1003,24.95,24.95,24.95,Thunderstorm,0,0.0,1,0.9898840365161609,0.0
DaNang,NguHanhSon,1660896000,100,25.84,88,1003,24.99,24.99,24.99,Thunderstorm,0,0.0,1,0.9898840365161609,0.0
DaNang,ThanhKhe,1660896000,100,25.84,88,1003,24.99,24.99,24.99,Thunderstorm,0,0.0,1,0.9898840365161609,0.0
DaNang,SonTra,1660899600,75,26.0,94,1002,24.99,24.99,24.99,Rain,210,2.06,1,0.9888971132494448,0.18018524551139056
DaNang,HaiChau,1660899600,75,26.0,94,1002,24.99,24.99,24.99,Rain,210,2.06,1,0.9888971132494448,0.18018524551139056
DaNang,LienChieu,1660899600,75,25.96,94,1002,24.95,24.95,24.95,Rain,210,2.06,1,0.9888971132494448,0.18018524551139056
QuangNam,TP_TamKy,1660899600,100,34.37,81,1002,28.79,28.79,28.79,Clouds,110,2.47,0,0.9888971132494448,0.47139268274003604
DaNang,NguHanhSon,1660899600,75,26.0,94,1002,24.99,24.99,24.99,Rain,210,2.06,1,0.9888971132494448,0.18018524551139056
QuangNam,TX_DienBan,1660899600,75,26.0,94,1002,24.99,24.99,24.99,Rain,210,2.06,1,0.9888971132494448,0.18018524551139056
DaNang,ThanhKhe,1660899600,75,26.0,94,1002,24.99,24.99,24.99,Rain,210,2.06,1,0.9888971132494448,0.18018524551139056
DaNang,HoaVang,1660899600,75,25.96,94,1002,24.95,24.95,24.95,Rain,210,2.06,1,0.9888971132494448,0.18018524551139056
DaNang,CamLe,1660899600,75,26.0,94,1002,24.99,24.99,24.99,Rain,210,2.06,1,0.9888971132494448,0.18018524551139056
QuangNam,TP_HoiAn,1660899600,100,25.52,76,1002,24.98,24.98,24.98,Rain,103,3.22,1,0.9888971132494448,0.03911448932931115
DaNang,LienChieu,1660903200,75,25.95,89,1003,25.95,25.95,25.95,Rain,200,1.54,1,0.9898840365161609,0.0
DaNang,HaiChau,1660903200,75,25.99,89,1003,25.99,25.99,25.99,Rain,200,1.54,1,0.9898840365161609,0.0
QuangNam,TX_DienBan,1660903200,75,25.99,89,1003,25.99,25.99,25.99,Rain,200,1.54,1,0.9898840365161609,0.0
DaNang,CamLe,1660903200,75,25.99,89,1003,25.99,25.99,25.99,Rain,200,1.54,1,0.9898840365161609,0.0
DaNang,NguHanhSon,1660903200,75,25.99,89,1003,25.99,25.99,25.99,Rain,200,1.54,1,0.9898840365161609,0.0
DaNang,HoaVang,1660903200,75,25.95,89,1003,25.95,25.95,25.95,Rain,200,1.54,1,0.9898840365161609,0.0
QuangNam,TP_TamKy,1660903200,100,32.29,86,1002,27.73,27.73,27.73,Rain,132,0.85,1,0.9888971132494448,0.2593550230246934
QuangNam,TP_HoiAn,1660903200,100,25.98,82,1001,25.98,25.98,25.98,Rain,135,2.99,1,0.9879101899827288,0.0
DaNang,LienChieu,1660906800,75,25.95,89,1003,25.95,25.95,25.95,Clouds,240,1.03,0,0.9898840365161609,0.0
DaNang,SonTra,1660906800,75,25.99,89,1003,25.99,25.99,25.99,Clouds,240,1.03,0,0.9898840365161609,0.0
DaNang,CamLe,1660910400,75,25.99,89,1003,25.99,25.99,25.99,Clouds,0,0.51,0,0.9898840365161609,0.0
DaNang,SonTra,1660914000,75,25.99,94,1004,25.99,25.99,25.99,Clouds,250,2.57,0,0.9908709597828769,0.0
QuangNam,TP_TamKy,1660917600,100,24.98,93,1005,24.09,24.09,24.09,Rain,219,3.45,1,0.9918578830495929,0.23862266746536304
DaNang,SonTra,1660921200,40,25.99,94,1005,25.99,25.99,25.99,Rain,180,1.54,1,0.9918578830495929,0.0
QuangNam,TX_DienBan,1660921200,40,25.99,94,1005,25.99,25.99,25.99,Rain,180,1.54,1,0.9918578830495929,0.0
DaNang,ThanhKhe,1660921200,40,25.99,94,1005,25.99,25.99,25.99,Rain,180,1.54,1,0.9918578830495929,0.0
DaNang,CamLe,1660921200,40,25.99,94,1005,25.99,25.99,25.99,Rain,180,1.54,1,0.9918578830495929,0.0
DaNang,HaiChau,1660921200,40,25.99,94,1005,25.99,25.99,25.99,Rain,180,1.54,1,0.9918578830495929,0.0
QuangNam,TP_TamKy,1660921200,100,24.52,91,1006,23.72,23.72,23.72,Rain,225,2.7,1,0.9928448063163089,0.15273506473629445
QuangNam,TP_HoiAn,1660921200,100,25.98,91,1005,25.98,25.98,25.98,Rain,231,4.06,1,0.9918578830495929,0.0
DaNang,LienChieu,1660924800,40,25.95,94,1004,25.95,25.95,25.95,Clouds,210,0.51,0,0.9908709597828769,0.0
DaNang,NguHanhSon,1660924800,40,25.99,94,1004,25.99,25.99,25.99,Clouds,210,0.51,0,0.9908709597828769,0.0
DaNang,LienChieu,1660932000,20,25.95,94,1003,25.95,25.95,25.95,Clouds,0,0.0,0,0.9898840365161609,0.0
DaNang,HaiChau,1660935600,20,25.99,94,1002,25.99,25.99,25.99,Clouds,0,0.0,0,0.9888971132494448,0.0
DaNang,LienChieu,1660939200,40,25.95,94,1002,25.95,25.95,25.95,Clouds,0,0.0,0,0.9888971132494448,0.0
DaNang,NguHanhSon,1660939200,40,25.99,94,1002,25.99,25.99,25.99,Clouds,0,0.0,0,0.9888971132494448,0.0
QuangNam,TP_TamKy,1660942800,100,25.04,89,1002,24.24,24.24,24.24,Rain,221,1.55,1,0.9888971132494448,0.0935839879476238
QuangNam,TP_HoiAn,1660946400,100,25.98,87,1002,25.98,25.98,25.98,Rain,213,3.04,1,0.9888971132494448,0.0
DaNang,HaiChau,1660946400,40,25.99,94,1003,25.99,25.99,25.99,Clouds,200,0.51,0,0.9898840365161609,0.0
DaNang,HoaVang,1660950000,75,25.95,94,1003,25.95,25.95,25.95,Rain,320,1.03,1,0.9898840365161609,0.0
DaNang,HaiChau,1660950000,75,25.99,94,1003,25.99,25.99,25.99,Rain,320,1.03,1,0.9898840365161609,0.0
DaNang,NguHanhSon,1660950000,75,25.99,94,1003,25.99,25.99,25.99,Rain,320,1.03,1,0.9898840365161609,0.0
QuangNam,TP_HoiAn,1660950000,100,25.98,87,1002,25.98,25.98,25.98,Rain,225,2.87,1,0.9888971132494448,0.0
DaNang,LienChieu,1660950000,75,25.95,94,1003,25.95,25.95,25.95,Rain,320,1.03,1,0.9898840365161609,0.0
DaNang,ThanhKhe,1660950000,75,25.99,94,1003,25.99,25.99,25.99,Rain,320,1.03,1,0.9898840365161609,0.0
DaNang,SonTra,1660950000,75,25.99,94,1003,25.99,25.99,25.99,Rain,320,1.03,1,0.9898840365161609,0.0
QuangNam,TX_DienBan,1660950000,75,25.99,94,1003,25.99,25.99,25.99,Rain,320,1.03,1,0.9898840365161609,0.0
QuangNam,TP_TamKy,1660950000,100,25.19,88,1003,24.4,24.4,24.4,Rain,214,1.64,1,0.9898840365161609,0.10741010790023157
DaNang,CamLe,1660950000,75,25.99,94,1003,25.99,25.99,25.99,Rain,320,1.03,1,0.9898840365161609,0.0
DaNang,SonTra,1660953600,75,25.99,94,1003,25.99,25.99,25.99,Rain,200,1.03,1,0.9898840365161609,0.0
DaNang,HoaVang,1660953600,75,25.95,94,1003,25.95,25.95,25.95,Rain,200,1.03,1,0.9898840365161609,0.0
DaNang,ThanhKhe,1660953600,75,25.99,94,1003,25.99,25.99,25.99,Rain,200,1.03,1,0.9898840365161609,0.0
QuangNam,TX_DienBan,1660953600,75,25.99,94,1003,25.99,25.99,25.99,Rain,200,1.03,1,0.9898840365161609,0.0
DaNang,NguHanhSon,1660953600,75,25.99,94,1003,25.99,25.99,25.99,Rain,200,1.03,1,0.9898840365161609,0.0
DaNang,LienChieu,1660953600,75,25.95,94,1003,25.95,25.95,25.95,Rain,200,1.03,1,0.9898840365161609,0.0
DaNang,HaiChau,1660953600,75,25.99,94,1003,25.99,25.99,25.99,Rain,200,1.03,1,0.9898840365161609,0.0
DaNang,CamLe,1660953600,75,25.99,94,1003,25.99,25.99,25.99,Rain,200,1.03,1,0.9898840365161609,0.0
DaNang,CamLe,1660957200,75,30.6,89,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.5474940222096074
DaNang,HoaVang,1660957200,75,30.49,89,1004,26.95,26.95,26.95,Rain,190,1.54,1,0.9908709597828769,0.5368777946321353
DaNang,SonTra,1660957200,75,30.6,89,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.5474940222096074
DaNang,NguHanhSon,1660957200,75,30.6,89,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.5474940222096074
QuangNam,TX_DienBan,1660957200,75,30.6,89,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.5474940222096074
DaNang,HaiChau,1660957200,75,30.6,89,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.5474940222096074
QuangNam,TP_HoiAn,1660957200,100,29.98,83,1005,26.98,26.98,26.98,Rain,218,0.78,1,0.9918578830495929,0.18439451634397303
DaNang,LienChieu,1660957200,75,30.49,89,1004,26.95,26.95,26.95,Rain,190,1.54,1,0.9908709597828769,0.5368777946321353
DaNang,ThanhKhe,1660957200,75,30.6,89,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.5474940222096074
QuangNam,TP_HoiAn,1660960800,100,30.37,87,1005,26.98,26.98,26.98,Rain,328,1.2,1,0.9918578830495929,0.3449859655164339
QuangNam,TX_DienBan,1660960800,75,30.0,83,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.45649778583127915
DaNang,SonTra,1660960800,75,30.0,83,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.45649778583127915
DaNang,ThanhKhe,1660960800,75,30.0,83,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.45649778583127915
DaNang,HoaVang,1660960800,75,29.91,83,1004,26.95,26.95,26.95,Rain,190,1.54,1,0.9908709597828769,0.44891476613308506
DaNang,NguHanhSon,1660960800,75,30.0,83,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.45649778583127915
DaNang,CamLe,1660960800,75,30.0,83,1004,26.99,26.99,26.99,Rain,190,1.54,1,0.9908709597828769,0.45649778583127915
DaNang,HaiChau,1660964400,75,30.0,83,1005,26.99,26.99,26.99,Rain,0,0.51,1,0.9918578830495929,0.1535100000000001
